transform_id,transform_tag,roi_size,roi_size_xyz,degradation,blur_sigma_xy,awgn_variance,awgn_seed,match_count,linear_rms_error,linear_mean_abs_error,linear_max_abs_error,translation_l2_error_voxels,translation_mean_abs_error_voxels,translation_max_abs_error_voxels,max_abs_transform_element_error,max_abs_transform_element_component,linear_det_abs_error,noise_std,expected_noise_std,run_dir
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,15.0,42,11156,8.4547783771123e-05,6.573375966669059e-05,0.00014977531599999483,0.05454351586537597,0.02950475789666503,0.0380145893519952,0.0380145893519952,ty,0.00011975369200800667,3.7698934078216553,3.872983346207417,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0015
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,20.0,42,10945,6.944939932822797e-05,5.318115855556157e-05,0.00016077531599999195,0.05234946638930425,0.027908091229996046,0.04060258935199812,0.04060258935199812,ty,7.17828784427832e-05,4.350080966949463,4.47213595499958,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0020
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,25.0,42,10789,8.399593542644923e-05,7.195664366668587e-05,0.00015077531599999583,0.034424466554221184,0.019828424563331264,0.02172018942700049,0.02172018942700049,tx,7.806438557378392e-05,4.861499786376953,5.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0025
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,40.0,42,10437,8.678758679639341e-05,6.907544677779863e-05,0.00015077531599999583,0.08605164750040677,0.04509596494533241,0.07271158935199651,0.07271158935199651,ty,6.850411315040272e-05,6.145552635192871,6.324555320336759,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0040
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,45.0,42,10362,5.907636645287057e-05,4.875040722223914e-05,0.0001317753159999907,0.03705498389067748,0.020667424563332776,0.027444589351993898,0.027444589351993898,ty,0.00011474874806083335,6.517570972442627,6.708203932499369,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0045
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,100.0,42,9527,8.791311821937243e-05,7.637548300000772e-05,0.0001357753159999947,0.08302698016216847,0.047464631611999174,0.05343181057300228,0.05343181057300228,tx,3.733198279209926e-05,9.710752487182617,10.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0100
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,awgn,0.0,300.0,42,8033,0.00011768533457272306,0.00010631180966665408,0.0001700132949999933,0.13155779267534545,0.06619909122999938,0.11167649491099496,0.11167649491099496,tz,3.130456144750937e-05,16.810827255249023,17.320508075688775,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0300
T1,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,500,500x500x500,blur_awgn,1.0,25.0,42,8627,0.00010661800664545686,9.311223811111275e-05,0.00016726780699999333,0.11316153132735393,0.05640796494533381,0.10302658935199815,0.10302658935199815,ty,1.370483239881981e-05,4.869729042053223,5.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_blur1_awgn_var0025
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,5.0,42,50,0.00290634273202689,0.0020565738103333234,0.005539546845000007,0.9878594959374061,0.5700620262326552,0.5935763937159919,0.5935763937159919,tz,0.0017612021729542793,2.2542271614074707,2.23606797749979,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0005
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,10.0,42,58,0.00289430089419885,0.00231705707944445,0.0055310859270000234,0.9940877449126029,0.5523713595659956,0.7061019259310086,0.7061019259310086,tx,0.003178214728942419,3.174914598464966,3.1622776601683795,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0010
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,15.0,42,49,0.0029165346226123663,0.002536945968333326,0.004885085926999988,0.9966105001966037,0.5268336928993307,0.7170787590509917,0.7170787590509917,ty,0.0028896063633981894,3.8830695152282715,3.872983346207417,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0015
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,20.0,42,52,0.003123720914108956,0.0024883904127777864,0.006498085927000075,0.9706858380138267,0.4969130262326639,0.8559739259310035,0.8559739259310035,tx,0.0037683811234572318,4.480723857879639,4.47213595499958,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0020
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,25.0,42,51,0.0025336944488128133,0.002053076133888884,0.004977085926999969,0.6418118975254695,0.25108335956599603,0.6325929259310072,0.6325929259310072,tx,0.0020498988535618823,5.007568359375,5.0,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0025
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,30.0,42,46,0.0025737531446518172,0.002298279301666672,0.003817790153000017,0.67740420702882,0.36741943042199193,0.5407779259310033,0.5407779259310033,tx,0.002128139559513076,5.483808517456055,5.477225575051661,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0030
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,35.0,42,49,0.002776161949595007,0.0024053904127777823,0.004581085927000017,0.8275870325535889,0.4287210970886619,0.7119999259310035,0.7119999259310035,tx,0.0028236388304828663,5.922064304351807,5.916079783099616,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0035
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,40.0,42,45,0.0025415654959520585,0.002261279301666672,0.0037927901530000196,0.6067991529542254,0.30972943042199336,0.46544392593100525,0.46544392593100525,tx,0.002698685672437473,6.330124378204346,6.324555320336759,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0040
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,45.0,42,50,0.0016918553506138332,0.0014959727674444426,0.002618085926999969,0.5226023186719907,0.2101967637553296,0.5159299259310046,0.5159299259310046,tx,0.00040157597115164645,6.71333122253418,6.708203932499369,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0045
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,50.0,42,49,0.0023276763640351673,0.0019901672981111045,0.004581790153000004,0.36917515028729714,0.19583852019867484,0.27831592593100396,0.27831592593100396,tx,0.0021900421778601187,7.075725555419922,7.0710678118654755,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0050
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,100.0,42,44,0.0033296849163363734,0.0024367228536666583,0.008282790153000014,1.3638200829799443,0.5275819243880117,1.3485179259310058,1.3485179259310058,tx,0.0040555428142234895,10.002392768859863,10.0,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0100
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,250,250x250x250,awgn,0.0,300.0,42,40,0.004424253254667812,0.0038837109618888943,0.007412085927000045,1.884703942815325,0.9519286928993201,1.6502339259310048,1.6502339259310048,tx,0.00753954519813127,17.315208435058594,17.320508075688775,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi250_var0300
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,500,500x500x500,awgn,0.0,10.0,42,396,0.0002902916532604356,0.00024637912588888603,0.0004584116360000223,0.32210627024603655,0.15635181685766972,0.27222412146599595,0.27222412146599595,tz,0.00014626156271435597,3.0862481594085693,3.1622776601683795,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi500_var0010
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,500,500x500x500,awgn,0.0,15.0,42,396,0.0003704315773788049,0.0003081102710000129,0.0006873794039999881,0.39312991620140636,0.19374715019100583,0.3296286865510183,0.3296286865510183,ty,0.0002995379324725045,3.7746036052703857,3.872983346207417,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi500_var0015
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,500,500x500x500,awgn,0.0,25.0,42,399,0.0003088736774432995,0.0002410926034444532,0.0005533794040000206,0.345076549966312,0.167538483524325,0.30643468655097195,0.30643468655097195,ty,0.0003989512082063218,4.867608547210693,5.0,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi500_var0025
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,500,500x500x500,awgn,0.0,40.0,42,388,0.00027888385160335343,0.00022865856900000802,0.0005167901530000185,0.35299657084090474,0.19801081685766064,0.266021686550971,0.266021686550971,ty,0.0004206607613654878,6.153256416320801,6.324555320336759,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi500_var0040
T2,centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7,500,500x500x500,awgn,0.0,100.0,42,338,0.000486536032251589,0.0003761692825555533,0.0010933794040000056,0.5985472049079891,0.26595505515366824,0.5731286865510015,0.5731286865510015,ty,0.000879802148710529,9.722926139831543,10.0,UIR/runs/centered_affine_rz68_rym22_rx19_sx1p5_sy0p88_sz1p33_shxy0p01_shyzm0p01_tx12_tym9_tz7/roi500_var0100
